,Fixed Acidity,Volatile Acidity,Citric Acid,Residual Sugar,Chlorides,Free SO2,Total SO2,pH,Alcohol,Quality Grade
78,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
79,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
80,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
81,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
82,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
83,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
84,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
85,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
86,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
87,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
88,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
89,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
90,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
91,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
92,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
93,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
94,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
95,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
96,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
97,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
98,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
99,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
100,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,B
101,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
102,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
103,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,B
104,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,B
105,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
106,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
107,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
108,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
109,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
110,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
111,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
112,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,B
113,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,B
114,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,B
115,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,B
116,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
117,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,B
118,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,B
119,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
120,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,B
121,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,B
122,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,B
123,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
124,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
125,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
126,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
127,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
128,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
129,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
130,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
131,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
132,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
133,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
134,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
135,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,B
136,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
137,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
138,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,B
139,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,B
140,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
141,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
142,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
143,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
144,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
145,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,B
146,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
147,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
148,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,B
149,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
150,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
151,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
152,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
153,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
154,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
155,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
156,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
157,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,B
158,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,A
159,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,A
160,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,B
161,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
162,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
163,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
164,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
165,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
166,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
167,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
168,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
169,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
170,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,B
171,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
172,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
173,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
174,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,B
175,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
176,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,B
177,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
178,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
179,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
180,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
181,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
182,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
183,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
184,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
185,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
186,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
187,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
188,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,A
189,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
190,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
191,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
192,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
193,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
194,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
195,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
196,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,B
197,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
198,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
199,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
200,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
201,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
202,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
203,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,B
204,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
205,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
206,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
207,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
208,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
209,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
210,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
211,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
212,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
213,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,B
214,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
215,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
216,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
217,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
218,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
219,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
220,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
221,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,B
222,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
223,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,B
224,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
225,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
226,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
227,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
228,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
229,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
230,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
231,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
232,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
233,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
234,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
235,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
236,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
237,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
238,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
239,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
240,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
241,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
242,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
243,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
244,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,B
245,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
246,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,B
247,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
248,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
249,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
250,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
251,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,C
252,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,B
253,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,C
254,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
255,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,A
256,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
257,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
258,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,B
259,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
260,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
261,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
262,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
263,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
264,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
265,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
266,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
267,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
268,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
269,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
270,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
271,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
272,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
273,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,B
274,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
275,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
276,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
277,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
278,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
279,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,B
280,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,A
281,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,A
282,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
283,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
284,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
285,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
286,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
287,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
288,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
289,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
290,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
291,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
292,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
293,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
294,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,C
295,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
296,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
297,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
298,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
299,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,B
300,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,B
301,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
302,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,B
303,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
304,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
305,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
306,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
307,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
308,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,B
309,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
310,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
311,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,A
312,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
313,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
314,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
315,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
316,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
317,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
318,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
319,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
320,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
321,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
322,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
323,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
324,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
325,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
326,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
327,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
328,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
329,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,B
330,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,A
331,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,B
332,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,B
333,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
334,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
335,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,B
336,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
337,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
338,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
339,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
340,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,B
341,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
342,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,B
343,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,B
344,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,B
345,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,B
